WMD 1.0
ROOM 0,7,6
6,1,0,WALL|INVERT
6,8,0,INSET_WALL
7,2,0,WALLCURVE2|INVERT
7,6,0,INSET_WCV1|INVERT
7,7,0,INSET_WALL|INVERT
8,1,0,INSET_WALL|INVERT
8,2,0,WALL
8,6,0,INSET_WALL
9,2,0,VDU
9,6,0,INSET_WALL
ROOM 34,7,6
0,2,0,WALL
0,6,0,INSET_WALL
1,2,0,WALL
1,2,2,WINDOW
1,6,0,INSET_WALL
2,2,0,GRILL
2,6,0,INSET_WALL
3,2,0,CTRL1
3,6,0,INSET_WALL
4,2,0,WALL
4,2,2,WINDOW
4,6,0,INSET_WALL
5,2,0,WALL
5,2,2,WINDOW
5,6,0,INSET_WALL
6,2,0,GRILL
6,6,0,INSET_WALL
7,2,0,WALL
7,2,2,WINDOW
7,6,0,INSET_WALL
8,2,0,WALL
8,2,2,WINDOW
8,6,0,INSET_WALL
9,2,0,RED
9,6,0,INSET_WALL
ROOM 35,7,6
0,2,0,WALL
0,6,0,WALLCURVE2
0,7,0,WALL|INVERT
0,8,0,WALL|INVERT
1,2,0,RED
1,9,0,INSET_CORNER
2,1,0,WALL|INVERT
2,2,0,WALLCURVE1
2,9,0,INSET_WALL
3,0,0,WALL
3,1,0,BATHSW
3,9,0,INSETEDGE
4,0,0,COMPUTERA
4,8,0,COR_DOOR|SPECIAL
4,8,3,DOORJAMB
5,0,0,COMPUTERB
5,9,0,INSET_CORNER
6,0,0,VDU
6,3,0,INFO|SPECIAL
6,8,0,INSET_WCV1
7,0,0,WALL
7,1,0,SOFA_SW
7,8,0,INSET_WALL
8,1,0,WALLCURVE2
8,2,0,SOFA_SW
8,3,0,SOFA_SW
8,5,0,COR_DOOR|INVERT|SPECIAL
8,5,3,DOORJAMB|INVERT
8,8,0,INSET_WALL
9,2,0,INSET_CORNER|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSETEDGE|INVERT
9,6,0,INSET_CORNER|INVERT
9,7,0,INSET_WALL|INVERT
ROOM 36,7,7
0,1,0,WALL|INVERT
0,2,0,GRILL|INVERT
0,3,0,SHELF|INVERT
0,4,0,SHELF|INVERT
0,5,0,COR_DOOR|INVERT|SPECIAL
0,5,3,DOORJAMB|INVERT
0,6,0,GRILL|INVERT
0,7,0,WALL|INVERT
0,8,0,GRILL|INVERT
0,9,0,WALL|INVERT
1,0,0,COMPUTERA
1,2,0,CHAIR_SE|INVERT
1,6,0,CHAIR_SE|INVERT
1,7,0,CHAIR_SE|INVERT
1,7,1,FOLDED_TOWEL|INVERT
1,8,0,CHAIR_SE|INVERT
2,0,0,COMPUTERB
3,0,0,STORECUPBOARD
4,0,0,STORECUPBOARD
5,0,0,STORECUPBOARD
5,2,0,BATHSW
5,2,1,BATHSW
5,2,2,BATHSW
5,2,3,CENTRECOLUMN
5,3,3,INSIDEWALL
5,4,3,INSIDEWALL
5,5,0,BATHSW
5,5,1,BATHSW
5,5,2,BATHSW
5,5,3,CENTRECOLUMN
6,0,0,STORECUPBOARD
7,0,0,WALL
7,2,0,CENTRECOLUMN
7,2,1,CENTRECOLUMN
7,3,1,CENTRECOLUMN
7,4,1,CENTRECOLUMN
7,5,0,CENTRECOLUMN
7,5,1,CENTRECOLUMN
8,0,0,GRILL
9,0,0,WALL
ROOM 37,7,7
0,0,0,WALL
1,0,0,GRILL
2,0,0,WALL
3,0,0,GRILL
4,0,0,WALL
4,3,0,BATHSW
4,4,0,BATHSW
4,5,0,STAIRN
4,8,0,BATHSW
4,8,1,BATHSW
4,8,2,BATHSW
5,0,0,GRILL
5,3,0,BATHSW
5,4,0,BATHSW
5,5,0,STAIRN
5,8,0,BATHSW
5,8,1,BATHSW
5,8,2,BATHSW
6,0,0,WALL
6,3,0,BATHSW
6,4,0,BATHSW
6,5,0,STAIRN
6,8,0,BATHSW
6,8,1,BATHSW
6,8,2,BATHSW
7,0,0,GRILL
8,0,0,WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
9,9,0,INSET_WALL|INVERT
ROOM 39,6,6
0,1,0,WALL|INVERT
0,2,0,GRILL|INVERT
0,3,0,WALL|INVERT
0,4,0,SHOWER_PARTITION|INVERT
0,5,0,SHOWER_PARTITION|INVERT
0,6,0,SHOWER_PARTITION|INVERT
0,7,0,STORECUPBOARD|INVERT
0,8,0,WALL|INVERT
1,0,0,WALL
1,1,0,SOLIDBRICK
1,2,0,SIDE_CABINET
1,3,0,SHOWER_PARTITION
1,6,0,SHOWER_PARTITION
1,8,0,BATHSW
1,9,0,INSET_CORNER
2,0,0,GRILL
2,1,0,SOLIDBRICK
2,3,0,SHOWER_PARTITION
2,4,0,SHOWER_PARTITION|INVERT
2,6,0,DOUBLE_SHOWER|INVERT
2,9,0,INSET_WALL
3,0,0,WALL
3,3,0,SURGERY_DOOR|SPECIAL
3,9,0,INSET_WALL
4,0,0,GRILL
4,1,0,SOFA_SW
4,4,0,CENTRECOLUMN
4,5,0,INSIDEWALL
4,6,0,INSIDEWALL
4,7,0,INSIDEWALL
4,8,0,INSIDEWALL
4,9,0,INSET_WALL
5,0,0,RED
5,8,0,PLANT|INVERT
5,9,0,INSET_WALL
6,0,0,STORECUPBOARD
6,8,0,SOFA_SW|INVERT
6,9,0,INSET_WALL
7,0,0,COR_DOOR|SPECIAL
7,0,3,DOORJAMB
7,5,0,INFO|SPECIAL
7,8,0,SOFA_SW|INVERT
7,9,0,INSET_WALL
8,0,0,GRILL
8,7,0,SOFA_SW
8,8,0,SOFA_SW
8,9,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 40,1,1
0,1,0,WALL|INVERT
0,2,0,CTRL2|INVERT
0,3,0,RED|INVERT
0,4,0,WALL|INVERT
0,5,0,VDU|INVERT
0,6,0,WALL|INVERT
0,7,0,RED|INVERT
0,8,0,CTRL2|INVERT
0,9,0,WALL|INVERT
1,0,0,WALL
1,1,0,FILING_CABINET|INVERT
2,0,0,WALL
2,1,0,FILING_CABINET|INVERT
3,0,0,COR_DOOR|SPECIAL
3,0,3,DOORJAMB
3,4,0,CENTRECOLUMN
3,5,0,SURGERY_DOOR|INVERT|SPECIAL
3,6,0,CENTRECOLUMN
3,7,0,INSIDEWALL
3,8,0,INSIDEWALL
3,9,0,INSIDEWALL
4,0,0,WALL
4,1,0,CONTROL_UNIT
4,4,0,RESEARCH
4,6,0,CONTROL_UNIT|INVERT
4,7,0,CONTROL_UNIT|INVERT
4,8,0,SOFA_SW|INVERT
4,8,1,SOFA_SW|INVERT
5,0,0,WALL
5,1,0,CONTROL_UNIT
5,4,0,RESEARCH
6,0,0,WALL
6,1,0,CONTROL_UNIT
7,0,0,WALL
7,1,0,DESK_LEFT
7,1,1,BATHSW|INVERT
7,1,2,FOLDED_TOWEL
7,4,0,RESEARCH
7,6,0,DESK_LEFT|INVERT
7,6,1,MONITOR_FRONT
7,7,0,DESK_RIGHT|INVERT
7,8,0,DESK_LEFT|INVERT
7,8,1,MONITOR_FRONT
7,9,0,DESK_RIGHT|INVERT
8,0,0,GRILL
8,1,0,DESK_RIGHT
8,1,1,BATHSW|INVERT
8,4,0,RESEARCH
8,6,0,CHAIR_NE|INVERT
8,9,0,CHAIR_NE|INVERT
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSETEDGE|INVERT
9,5,0,INSET_CORNER|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
9,9,0,INSET_WALL|INVERT
ROOM 41,1,1
0,6,0,GRILL|INVERT
0,7,0,WALL|INVERT
0,8,0,GRILL|INVERT
0,9,0,WALL|INVERT
1,5,0,VDU
1,9,0,CONTROL_UNIT|INVERT
2,1,0,RED|INVERT
2,2,0,RED|INVERT
2,3,0,COMPUTERA|INVERT
2,4,0,COMPUTERB|INVERT
2,5,0,WALLCURVE1|INVERT
3,0,0,CTRL1
4,0,0,COR_DOOR|SPECIAL
4,0,3,DOORJAMB
4,7,0,INFO|INVERT|SPECIAL
5,0,0,CTRL1
6,1,0,INSET_CORNER|INVERT
6,2,0,INSET_WALL|INVERT
6,3,0,INSET_WALL|INVERT
6,4,0,INSETEDGE|INVERT
6,5,0,WALLCURVE2|INVERT
7,5,0,CTRL2
7,8,0,DESK_LEFT|INVERT
7,8,1,MONITOR_FRONT|INVERT
7,9,0,DESK_RIGHT|INVERT
8,5,0,VDU
8,9,0,CHAIR_NE|INVERT
9,6,0,INSET_CORNER|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
9,9,0,INSET_WALL|INVERT
ROOM 42,7,7
0,1,0,WALL|INVERT
0,2,0,WALL|INVERT
0,3,0,WALL|INVERT
0,4,0,WALL|INVERT
0,5,0,WALL|INVERT
0,6,0,WALL|INVERT
0,7,0,VDU|INVERT
0,8,0,WALL|INVERT
1,0,0,WALL
1,1,0,TRESSLE_SHELVES|INVERT
1,3,0,SOFA_SW
1,4,0,SOFA_SW
1,5,0,FILING_CABINET
1,9,0,INSET_CORNER
2,0,0,WALL
2,1,0,TRESSLE_SHELVES|INVERT
2,9,0,INSET_WALL
3,0,0,COR_DOOR|SPECIAL
3,0,3,DOORJAMB
3,8,0,TRESSLE_SHELVES|INVERT
3,9,0,INSET_WALL
4,0,0,COMPUTERA
4,8,0,TRESSLE_SHELVES|INVERT
4,9,0,INSET_WALL
5,0,0,COMPUTERB
5,7,0,INSET_WCV1|INVERT
5,8,0,INSET_WALL|INVERT
6,0,0,WALL
6,2,0,CHAIR_SE
6,3,0,DESK_LEFT
6,5,0,CHAIR_SE
6,6,0,DESK_LEFT
6,7,0,INSET_WALL
7,0,0,WALL
7,3,0,DESK_RIGHT
7,6,0,DESK_RIGHT
7,7,0,INSET_WALL
8,1,0,INSET_CORNER|INVERT
8,2,0,INSET_WALL|INVERT
8,3,0,INSET_WALL|INVERT
8,4,0,INSET_WALL|INVERT
8,5,0,INSET_WALL|INVERT
8,6,0,INSET_WALL|INVERT
ROOM 48,7,6
0,1,0,WALL|INVERT
0,1,2,WINDOW|INVERT
0,2,0,WALL|INVERT
0,2,2,WINDOW|INVERT
0,3,0,WALL|INVERT
0,6,0,WALL|INVERT
0,7,0,WALL|INVERT
0,7,2,WINDOW|INVERT
0,8,0,WALL|INVERT
0,8,2,WINDOW|INVERT
0,9,0,WALL|INVERT
1,0,0,WALL
1,3,0,WALL
1,5,0,WALL
2,0,0,WALL
2,1,0,CHAIR_SE
2,2,0,DESK_LEFT
2,4,0,WALLCURVE2
2,5,0,WALLCURVE1
2,7,0,GLOBE
3,0,0,WALL
3,2,0,DESK_RIGHT
3,4,0,RESEARCH
4,0,0,COR_DOOR|SPECIAL
4,0,3,DOORJAMB
4,8,0,CHAIR_SE|INVERT
4,9,0,CHAIR_SE|INVERT
5,0,0,WALL
5,8,0,DESK_LEFT|INVERT
5,9,0,DESK_RIGHT|INVERT
6,0,0,WALL
6,2,0,DESK_LEFT
6,4,0,RESEARCH
6,8,0,DESK_LEFT|INVERT
6,9,0,DESK_RIGHT|INVERT
7,0,0,WALL
7,1,0,CHAIR_SE
7,2,0,DESK_RIGHT
7,4,0,INSET_WCV1|INVERT
7,5,0,INSET_WCV2
7,6,0,TRESSLE_SHELVES|INVERT
7,8,0,CHAIR_NE|INVERT
7,9,0,CHAIR_NE|INVERT
8,0,0,WALL
8,4,0,INSET_WALL
8,6,0,TRESSLE_SHELVES|INVERT
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
9,9,0,INSET_WALL|INVERT
ROOM 49,7,7
0,0,1,TRANSP_WALL
0,1,0,WALL|INVERT
0,1,1,TRANSP_WALL
0,2,0,WALL|INVERT
0,2,1,TRANSP_WALL
0,3,0,WALL|INVERT
0,3,1,TRANSP_WALL
0,4,0,WALL|INVERT
0,4,1,TRANSP_WALL
0,4,3,BIG_SCN_L|INVERT
0,5,0,WALL|INVERT
0,5,1,TRANSP_WALL
0,5,3,BIG_SCN_R|INVERT
0,6,0,WALL|INVERT
0,6,1,TRANSP_WALL
0,7,0,WALL|INVERT
0,8,0,WALL|INVERT
0,8,1,TRANSP_WALL
1,0,0,WALL
1,0,1,TRANSP_WALL
1,1,0,GLASS_TILE
1,1,1,PLANT|INVERT
1,2,0,GLASS_TILE
1,2,1,CHAIR_SE|INVERT
1,2,2,CHAIR_SE|INVERT
1,3,0,GLASS_TILE
1,3,3,INSETEDGE|INVERT
1,4,0,GLASS_TILE
1,5,0,GLASS_TILE
1,6,0,GLASS_TILE
1,6,3,INSET_CORNER|INVERT
1,7,0,GLASS_TILE
1,7,1,FILING_CABINET
1,8,0,GLASS_TILE
1,9,0,INSET_CORNER
1,9,1,TRANSP_WALL
2,0,0,WALL
2,0,1,TRANSP_WALL
2,1,0,GLASS_TILE
2,2,0,GLASS_TILE
2,3,0,GLASS_TILE
2,4,0,GLASS_TILE
2,5,0,GLASS_TILE
2,6,0,GLASS_TILE
2,7,0,GLASS_TILE
2,8,0,GLASS_TILE
2,9,0,INSET_WALL
2,9,1,TRANSP_WALL
3,0,0,WALL
3,0,1,TRANSP_WALL
3,1,0,GLASS_TILE
3,2,0,GLASS_TILE
3,3,0,GLASS_TILE
3,3,1,CHAIR_SE|INVERT
3,4,0,GLASS_TILE
3,4,1,CHAIR_SE|INVERT
3,5,0,GLASS_TILE
3,5,1,CHAIR_SE|INVERT
3,6,0,GLASS_TILE
3,6,1,CHAIR_SE|INVERT
3,7,0,GLASS_TILE
3,8,0,GLASS_TILE
3,9,0,INSET_WALL
3,9,1,TRANSP_WALL
4,0,0,WALL
4,0,1,TRANSP_WALL
4,1,0,GLASS_TILE
4,2,0,GLASS_TILE
4,3,0,GLASS_TILE
4,3,1,DESK_LEFT|INVERT
4,4,0,GLASS_TILE
4,4,1,DESK_RIGHT|INVERT
4,5,0,GLASS_TILE
4,5,1,DESK_LEFT|INVERT
4,6,0,GLASS_TILE
4,6,1,DESK_RIGHT|INVERT
4,7,0,GLASS_TILE
4,8,0,GLASS_TILE
4,9,0,INSET_WALL
4,9,1,TRANSP_WALL
5,0,0,WALL
5,0,1,TRANSP_WALL
5,1,0,STAIRN|INVERT
5,2,0,STAIRN|INVERT
5,3,0,STAIRN|INVERT
5,4,0,STAIRN|INVERT
5,5,0,STAIRN|INVERT
5,6,0,STAIRN|INVERT
5,7,0,STAIRN|INVERT
5,8,0,STAIRN|INVERT
5,9,0,INSET_WALL
5,9,1,TRANSP_WALL
6,0,0,WALL
6,9,0,INSET_WALL
7,0,0,WALL
7,5,0,BATHSW|INVERT
7,9,0,INSET_WALL
8,0,0,WALL
8,2,0,CHAIR_NE|INVERT
8,3,0,CHAIR_NE|INVERT
8,6,0,CHAIR_NE|INVERT
8,7,0,CHAIR_NE|INVERT
8,9,0,INSET_WALL
9,0,0,WALL
9,9,0,INSET_WALL
ROOM 50,7,7
0,0,0,WALL
0,9,0,INSET_WALL
1,0,0,WALL
1,9,0,INSET_WALL
2,0,0,WALL
2,1,0,CHAIR_NE|INVERT
2,2,0,CHAIR_NE|INVERT
2,3,0,CHAIR_NE|INVERT
2,6,0,CHAIR_NE|INVERT
2,7,0,CHAIR_NE|INVERT
2,8,0,CHAIR_NE|INVERT
2,9,0,INSET_WALL
3,0,0,WALL
3,9,0,INSET_WALL
4,0,0,WALL
4,1,0,CHAIR_NE|INVERT
4,2,0,CHAIR_NE|INVERT
4,3,0,CHAIR_NE|INVERT
4,6,0,CHAIR_NE|INVERT
4,7,0,CHAIR_NE|INVERT
4,8,0,CHAIR_NE|INVERT
4,9,0,INSET_WALL
5,0,0,WALL
5,9,0,INSET_WALL
6,0,0,WALL
6,1,0,CHAIR_NE|INVERT
6,2,0,CHAIR_NE|INVERT
6,3,0,CHAIR_NE|INVERT
6,6,0,CHAIR_NE|INVERT
6,7,0,CHAIR_NE|INVERT
6,8,0,CHAIR_NE|INVERT
6,9,0,INSET_WALL
7,0,0,WALL
7,9,0,INSET_WALL
8,0,0,WALL
8,1,0,CHAIR_NE|INVERT
8,2,0,CHAIR_NE|INVERT
8,3,0,CHAIR_NE|INVERT
8,4,0,COR_DOOR|INVERT|SPECIAL
8,4,3,DOORJAMB|INVERT
8,6,0,CHAIR_NE|INVERT
8,7,0,CHAIR_NE|INVERT
8,8,0,CHAIR_NE|INVERT
8,9,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSETEDGE|INVERT
9,5,0,INSET_CORNER|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 51,7,6
0,1,0,WALL|INVERT
0,2,0,GRILL|INVERT
0,3,0,VDU|INVERT
0,4,0,COR_DOOR|INVERT|SPECIAL
0,4,3,DOORJAMB|INVERT
0,5,0,WALL|INVERT
0,6,0,GRILL|INVERT
0,7,0,WALL|INVERT
0,8,0,WALL|INVERT
1,0,0,WALL
1,1,0,CHAIR_SE|INVERT
1,5,0,PLANT|INVERT
1,6,0,SOFA_SW|INVERT
1,7,0,SOFA_SW|INVERT
1,8,0,SOFA_SW|INVERT
1,9,0,INSET_CORNER
2,0,0,GRILL
2,3,0,TERMINAL|INVERT
2,8,0,SOFA_SW|INVERT
2,9,0,INSET_WCV2|INVERT
3,0,0,VDU
3,2,0,TERMINAL
3,6,0,INFO|INVERT|SPECIAL
4,0,0,COR_DOOR|SPECIAL
4,0,3,DOORJAMB
5,0,0,WALL
6,0,0,WALL
6,1,0,PLANT|INVERT
6,8,0,PLANT|INVERT
6,9,0,INSET_WCV1
7,0,0,WALL
7,1,0,WALL|INVERT
7,9,0,INSET_WALL
8,2,0,WALLCURVE2|INVERT
8,9,0,INSET_WALL
9,3,0,INSET_CORNER|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 52,7,7
0,0,0,GRILL|INVERT
0,1,0,STORECUPBOARD|INVERT
0,2,0,STORECUPBOARD|INVERT
0,3,0,GRILL|INVERT
0,4,0,WALL|INVERT
0,5,0,WALL|INVERT
0,6,0,GRILL|INVERT
0,7,0,STORECUPBOARD|INVERT
0,8,0,STORECUPBOARD|INVERT
1,5,3,BATHSW|INVERT
1,9,0,INSET_CORNER
2,9,0,INSET_WALL
3,9,0,INSET_WALL
4,9,0,INSET_WALL
5,9,0,INSET_WALL
6,9,0,INSET_WALL
7,9,0,INSET_WALL
8,9,0,INSET_WALL
9,9,0,INSET_WALL
ROOM 53,7,7
0,9,0,INSET_WALL
1,9,0,INSET_WALL
2,9,0,INSET_WALL
3,9,0,INSET_WALL
4,4,1,SOLIDBRICK
4,5,1,SOLIDBRICK
4,6,1,SOLIDBRICK
4,6,2,INSIDEWALL|INVERT
4,7,0,DESK_LEFT
4,7,1,SOLIDBRICK
4,9,0,INSET_WALL
5,3,2,INSIDEWALL
5,4,0,DESK_RIGHT
5,4,1,SOLIDBRICK
5,4,2,INSIDEWALL
5,5,1,SOLIDBRICK
5,5,2,INSIDEWALL
5,6,1,SOLIDBRICK
5,6,2,INSIDEWALL|INVERT
5,7,0,DESK_RIGHT
5,7,1,SOLIDBRICK
5,9,0,INSET_WALL
6,6,2,INSIDEWALL|INVERT
6,9,0,INSET_WALL
7,9,0,INSET_WALL
8,3,0,CHAIR_NE|INVERT
8,5,0,CHAIR_NE|INVERT
8,6,0,CHAIR_NE|INVERT
8,7,0,CHAIR_NE|INVERT
8,9,0,INSET_WALL
9,0,0,INSET_WALL|INVERT
9,1,0,INSET_WALL|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 56,1,1
0,0,0,VDU|INVERT
0,1,0,RED|INVERT
0,2,0,WALL|INVERT
0,3,0,CTRL2|INVERT
0,4,0,VDU|INVERT
0,5,0,WALL_CHIP|INVERT|SPECIAL
0,6,0,WALL|INVERT
0,7,0,VDU|INVERT
0,8,0,RED|INVERT
1,9,0,INSET_CORNER
2,9,0,INSET_WALL
3,0,0,INSIDEWALL
3,1,0,INSIDEWALL
3,2,0,INSIDEWALL
3,3,0,INSIDEWALL
3,4,0,INSIDEWALL
3,5,0,INSIDEWALL
3,6,0,INSIDEWALL
3,7,0,INSIDEWALL
3,8,0,INSIDEWALL
3,9,0,INSET_WALL
4,2,0,CONTROL_UNIT|INVERT
4,3,0,DOORJAMB
4,4,0,GLASS_TILE
4,5,0,GLASS_TILE
4,5,1,CENTRECOLUMN
4,5,2,CENTRECOLUMN
4,5,3,CENTRECOLUMN
4,6,0,GLASS_TILE
4,7,0,GLASS_TILE
4,7,1,CENTRECOLUMN
4,7,2,CENTRECOLUMN
4,7,3,CENTRECOLUMN
4,8,0,CONTROL_UNIT|INVERT
4,9,0,INSET_WALL
5,3,0,DOORJAMB
5,4,0,DOORJAMB|INVERT
5,5,0,DOORJAMB|INVERT
5,6,0,DOORJAMB|INVERT
5,7,0,DOORJAMB|INVERT
5,9,0,INSET_WALL
6,9,0,INSET_WALL
7,9,0,INSET_WALL
8,0,0,FILING_CABINET|INVERT
8,3,0,TRESSLE_SHELVES
8,4,0,TRESSLE_SHELVES
8,6,0,TRESSLE_SHELVES
8,7,0,TRESSLE_SHELVES
8,9,0,INSET_WALL
9,0,0,INSET_WALL|INVERT
9,1,0,INSET_WALL|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 57,1,1
0,0,0,WALL|INVERT
0,1,0,CTRL2|INVERT
0,2,0,VDU|INVERT
0,3,0,RED|INVERT
0,4,0,VDU|INVERT
0,5,0,CTRL2|INVERT
0,6,0,WALL|INVERT
0,7,0,WALL|INVERT
0,8,0,WALL|INVERT
1,1,0,DESK_RIGHT
1,1,1,MONITOR_FRONT
1,2,0,DESK_RIGHT|INVERT
1,4,0,TERMINAL|INVERT
1,6,0,CONTROL_UNIT|INVERT
1,7,0,CONTROL_UNIT|INVERT
1,8,0,RADSUIT_LOCKER|INVERT
1,9,0,INSET_CORNER
2,2,0,CHAIR_NE|INVERT
2,9,0,INSET_WALL
3,9,0,INSET_WALL
4,2,0,INSET_WCV1
4,3,0,INSET_WALL|INVERT
4,4,0,INSET_WALL|INVERT
4,5,0,INSET_WALL|INVERT
4,6,0,INSET_WCV2
4,9,0,INSET_WALL
5,2,0,WALL
5,6,0,CTRL2
5,9,0,INSET_WALL
6,3,0,WALLCURVE2
6,4,0,VDU|INVERT
6,5,0,WALL_CHIP|INVERT|SPECIAL
6,6,0,WALLCURVE1
6,9,0,INSET_WALL
7,0,0,CHAIR_SE|INVERT
7,1,0,CHAIR_SE|INVERT
7,8,0,TRESSLE_SHELVES|INVERT
7,9,0,INSET_WALL
8,0,0,DESK_LEFT|INVERT
8,1,0,DESK_RIGHT|INVERT
8,8,0,TRESSLE_SHELVES|INVERT
8,9,0,INSET_WALL
9,0,0,INSET_WALL|INVERT
9,1,0,INSET_WALL|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 64,7,6
0,0,0,STORECUPBOARD|INVERT
0,1,0,STORECUPBOARD|INVERT
0,2,0,COMPUTERA|INVERT
0,3,0,COMPUTERB|INVERT
0,4,0,CTRL2|INVERT
0,5,0,BIG_SCN_L|INVERT
0,6,0,BIG_SCN_R|INVERT
0,7,0,CTRL2|INVERT
0,8,0,CTRL1|INVERT
1,4,0,PLANT|INVERT
1,8,0,TRESSLE_SHELVES|INVERT
1,9,0,INSET_CORNER
2,9,0,INSET_WALL
3,5,0,CHAIR_NE|INVERT
3,6,0,CHAIR_NE|INVERT
3,7,0,CHAIR_NE|INVERT
3,9,0,INSET_WCV2|INVERT
4,1,0,CHAIR_SE|INVERT
4,2,0,CHAIR_SE|INVERT
5,1,0,DESK_LEFT|INVERT
5,2,0,DESK_RIGHT|INVERT
5,5,0,CHAIR_NE|INVERT
5,6,0,CHAIR_NE|INVERT
5,7,0,CHAIR_NE|INVERT
6,1,0,DESK_LEFT|INVERT
6,2,0,DESK_RIGHT|INVERT
7,1,0,CHAIR_NE|INVERT
7,2,0,CHAIR_NE|INVERT
7,5,0,CHAIR_NE|INVERT
7,6,0,CHAIR_NE|INVERT
7,7,0,CHAIR_NE|INVERT
7,9,0,INSET_WCV1
8,9,0,INSET_WALL
9,0,0,INSET_WALL|INVERT
9,1,0,INSET_WALL|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 65,6,6
0,1,0,CTRL1|INVERT
0,1,1,TRANSP_WALL
0,2,0,CTRL1|INVERT
0,2,1,TRANSP_WALL
0,3,0,CTRL1|INVERT
0,3,1,TRANSP_WALL
0,4,0,CTRL1|INVERT
0,4,1,TRANSP_WALL
0,5,0,CTRL1|INVERT
0,5,1,TRANSP_WALL
0,6,0,CTRL1|INVERT
0,6,1,TRANSP_WALL
0,7,0,CTRL1|INVERT
0,7,1,TRANSP_WALL
0,8,0,CTRL1|INVERT
1,0,0,CTRL1
1,0,1,TRANSP_WALL
1,1,0,GLASS_TILE
1,2,0,GLASS_TILE
1,3,0,GLASS_TILE
1,4,0,GLASS_TILE
1,5,0,GLASS_TILE
1,5,1,SOLIDBRICK
1,6,0,GLASS_TILE
1,6,1,BATHSW
1,7,0,GLASS_TILE
1,8,0,GLASS_TILE
1,8,1,PLANT
1,9,0,INSET_CORNER
2,0,0,CTRL1
2,0,1,TRANSP_WALL
2,1,0,GLASS_TILE
2,2,0,STAIRN
2,6,2,GLASS_TILE
2,8,0,GLASS_TILE
2,9,0,INSET_WALL
2,9,1,INSET_WALL
3,0,0,CTRL1
3,0,1,TRANSP_WALL
3,1,0,GLASS_TILE
3,2,0,STAIRN
3,6,2,GLASS_TILE
3,8,0,GLASS_TILE
3,9,0,INSET_WALL
3,9,1,INSET_WALL
4,0,0,CTRL1
4,0,1,TRANSP_WALL
4,1,0,GLASS_TILE
4,2,0,GLASS_TILE
4,3,0,GLASS_TILE
4,4,0,GLASS_TILE
4,8,0,GLASS_TILE
4,9,0,INSET_WALL
4,9,1,INSET_WALL
5,0,0,CTRL1
5,0,1,TRANSP_WALL
5,1,0,GLASS_TILE
5,2,0,GLASS_TILE|INVERT
